site,date,year,day_of_year,image_no,,prop_blk_pixels,prop_wht_pixels
Nat QC 1 alt,7/31/2024,2024,213,2,,0.31070622,0.68929378
Nat QC 1 alt,7/31/2024,2024,213,3,,0.396902029,0.603097971
Nat QC 1 alt,7/31/2024,2024,213,5,,0.279821067,0.720178933
Nat QC 1 alt,9/15/2024,2024,259,1,,0.448646509,0.551353491
Nat QC 1 alt,9/15/2024,2024,259,2,,0.924392859,0.075607141
Nat QC 1 alt,9/15/2024,2024,259,3,,0.498592598,0.501407402
Nat QC 1 alt,9/15/2024,2024,259,5,,0.372940493,0.627059507
Nat QC 1 alt,9/15/2024,2024,259,6,,0.7003678,0.2996322
Nat QC 1 old,8/21/2024,2024,234,6,,0.073412857,0.926587143
Nat QC 1 old,8/21/2024,2024,234,7,,0.106578809,0.893421191
Nat QC 1 old,8/21/2024,2024,234,10,,0.194270694,0.805729306
Nat QC 1 old,9/15/2024,2024,259,8,,0.391959839,0.608040161
Nat QC 3,7/31/2024,2024,213,2,,0.499366336,0.500633664
Nat QC 3,7/31/2024,2024,213,3,,0.418901363,0.581098637
Nat QC 3,7/31/2024,2024,213,4,,0.617196904,0.382803096
Nat QC 3,7/31/2024,2024,213,7,,0.280949304,0.719050696
Nat QC 3,7/31/2024,2024,213,8,,0.458040239,0.541959761
Nat QC 3,7/31/2024,2024,213,9,,0.233138447,0.766861553
Nat QC 3,9/15/2024,2024,259,2,,0.703313064,0.296686936
Nat QC 3,9/15/2024,2024,259,3,,0.50890779,0.49109221
Nat QC 3,9/15/2024,2024,259,4,,0.550941315,0.449058685
Nat QC 3,9/15/2024,2024,259,5,,0.624427936,0.375572064
Nat QC 4,5/29/2024,2024,150,2,,0.486756141,0.513243859
Nat QC 4,5/29/2024,2024,150,3,,0.384122098,0.615877902
Nat QC 4,5/29/2024,2024,150,4,,0.505581345,0.494418655
Nat QC 4,6/26/2024,2024,178,1,,0.46720072,0.53279928
Nat QC 4,6/26/2024,2024,178,5,,0.521501833,0.478498167
Nat QC 4,6/26/2024,2024,178,6,,0.452677346,0.547322654
Nat QC 4,6/26/2024,2024,178,8,,0.417503973,0.582496027
Nat QC 4,7/31/2024,2024,213,1,,0.610693704,0.389306296
Nat QC 4,7/31/2024,2024,213,2,,0.266954346,0.733045654
Nat QC 4,7/31/2024,2024,213,4,,0.518956961,0.481043039
Nat QC 4,7/31/2024,2024,213,5,,0.651906996,0.348093004
Nat QC 4,7/31/2024,2024,213,10,,0.39693538,0.60306462
Nat QC 4,7/31/2024,2024,213,6,,0.823173517,0.176826483
Nat QC 4,7/31/2024,2024,213,7,,0.679613822,0.320386178
Nat QC 4,7/31/2024,2024,213,8,,0.924267892,0.075732108
Nat QC 4,7/31/2024,2024,213,9,,0.811741663,0.188258337
Nat QC 4,9/15/2024,2024,259,1,,0.401992531,0.598007469
Nat QC 4,9/15/2024,2024,259,9,,0.57385348,0.42614652
Nat QC 6,6/26/2024,2024,178,6,,0.52231014,0.47768986
Nat QC 6,9/15/2024,2024,259,1,,0.465291674,0.534708326
Nat QC 6,9/15/2024,2024,259,2,,0.514814013,0.485185987
Nat QC 6,9/15/2024,2024,259,3,,0.59403304,0.40596696
Nat QC 6,9/15/2024,2024,259,4,,0.680756772,0.319243228
Nat QC 6,9/15/2024,2024,259,5,,0.633429305,0.366570695
Nat QC 6,9/15/2024,2024,259,6,,0.799490165,0.200509835
Nat QC 6,9/15/2024,2024,259,7,,0.926378995,0.073621005
Nat QC 6,9/15/2024,2024,259,8,,0.451510161,0.548489839
Nat QC 6,9/15/2024,2024,259,9,,0.675839105,0.324160895
Nat QC 7,6/26/2024,2024,178,9,,0.868559171,0.131440829
Nat QC 7,7/31/2024,2024,213,8,,0.502367904,0.497632096
Nat QC 7,7/31/2024,2024,213,9,,0.624438138,0.375561862
Nat QC 7,8/21/2024,2024,234,2,,0.497786687,0.502213313
Nat QC 7,8/21/2024,2024,234,3,,0.311164695,0.688835305
Nat QC 7,8/21/2024,2024,234,7,,0.452024352,0.547975648
Nat QC 7,8/21/2024,2024,234,9,,0.488722737,0.511277263
Nat QC 7,9/15/2024,2024,259,1,,0.761942905,0.238057095
Nat QC 7,9/15/2024,2024,259,2,,0.529855595,0.470144405
Nat QC 7,9/15/2024,2024,259,3,,0.44060113,0.55939887
Nat-ag 1,5/30/2024,2024,151,1,,0.707406772,0.292593228
Nat-ag 1,5/30/2024,2024,151,4,,0.825961622,0.174038378
Nat-ag 1,5/30/2024,2024,151,5,,0.96209641,0.03790359
Nat-ag 1,5/30/2024,2024,151,6,,0.984583333,0.015416667
Nat-ag 2,6/28/2024,2024,180,2,,0.935560092,0.064439908
Nat-ag 2,6/28/2024,2024,180,4,,0.620125119,0.379874881
Nat QC 7,9/15/2024,2024,259,7,,0.874029729,0.125970271
Nat QC 7,9/15/2024,2024,259,8,,0.617765966,0.382234034
Nat QC 9,7/31/2024,2024,213,1,,0.536245403,0.463754597
Nat QC 9,7/31/2024,2024,213,2,,0.999874052,0.000125948
Nat QC 9,8/21/2024,2024,234,5,,0.208214055,0.791785945
Nat-ag 2,6/28/2024,2024,180,10,,0.609543483,0.390456517
Nat-ag 2,6/28/2024,2024,180,5,,0.79939373,0.20060627
Nat-ag 2,6/28/2024,2024,180,6,,0.71938743,0.28061257
Nat-ag 2,6/28/2024,2024,180,7,,0.660972906,0.339027094
Nat-ag 2,6/28/2024,2024,180,9,,0.878838771,0.121161229
Nat-ag 2,8/1/2024,2024,214,1,,0.9814611,0.0185389
Nat-ag 2,8/1/2024,2024,214,2,,0.973620142,0.026379858
Nat-ag 3,5/30/2024,2024,151,2,,0.824153536,0.175846464
Nat-ag 3,5/30/2024,2024,151,4,,0.641412307,0.358587693
Nat-ag 3,5/30/2024,2024,151,5,,0.654248011,0.345751989
Nat-ag 3,5/30/2024,2024,151,6,,0.89025289,0.10974711
Nat-ag 3,5/30/2024,2024,151,9,,0.697808419,0.302191581
Nat-ag 3,6/28/2024,2024,180,10,,0.704405666,0.295594334
Nat-ag 3,6/28/2024,2024,180,4,,0.484954412,0.515045588
Nat-ag 3,6/28/2024,2024,180,6,,0.844842938,0.155157062
Nat-ag 3,6/28/2024,2024,180,9,,0.430464969,0.569535031
Nat-ag 4,7/30/2024,2024,212,9,,0.224789576,0.775210424
Nat-ag 4,8/23/2024,2024,236,1,,0.709382509,0.290617491
Nat-ag 4,8/23/2024,2024,236,2,,0.409666932,0.590333068
Nat-ag 4,8/23/2024,2024,236,4,,0.134119273,0.865880727
Nat-ag 4,8/23/2024,2024,236,6,,0.34526074,0.65473926
Nat-ag 4,8/23/2024,2024,236,7,,0.188290511,0.811709489
Nat-ag 4,8/23/2024,2024,236,8,,0.252008304,0.747991696
Nat-ag 4,8/23/2024,2024,236,9,,0.342492824,0.657507176
Nat-ag 4,9/13/2024,2024,250,1,,0.670425493,0.329574507
Nat-ag 4,9/13/2024,2024,250,10,,0.350117983,0.649882017
Nat-ag 4,9/13/2024,2024,250,2,,0.163095389,0.836904611
Nat-ag 4,9/13/2024,2024,250,9,,0.342796708,0.657203292
Nat-ag 5 new,6/28/2024,2024,180,4,,0.938453384,0.061546616
Nat-ag 5 new,6/28/2024,2024,180,5,,0.764602158,0.235397842
Nat-ag 5 new,6/28/2024,2024,180,6,,0.585856707,0.414143293
Nat-ag 5 new,8/1/2024,2024,214,2,,0.919202305,0.080797695
Nat-ag 5 old,6/28/2024,2024,180,1,,0.928448718,0.071551282
Nat-ag 5 old,6/28/2024,2024,180,2,,0.777099694,0.222900306
Nat-ag 5 old,6/28/2024,2024,180,4,,0.618775584,0.381224416
Nat-ag 5 old,6/28/2024,2024,180,7,,0.759553774,0.240446226
Nat-ag 5 old,6/28/2024,2024,180,9,,0.613962268,0.386037732
Nat-ag 5 old,6/28/2024,2024,180,10,,0.621591697,0.378408303
Nat-ag 5 old,6/28/2024,2024,180,11,,0.833645449,0.166354551
Nat-ag 6,6/28/2024,2024,180,1,,0.198070196,0.801929804
Nat-ag 6,6/28/2024,2024,180,10,,0.232916755,0.767083245
Nat-ag 6,6/28/2024,2024,180,2,,0.575622275,0.424377725
Nat-ag 6,6/28/2024,2024,180,3,,0.8577352,0.1422648
Nat-ag 6,8/1/2024,2024,214,5,,0.382127645,0.617872355
Nat-ag 6,9/12/2024,2024,256,1,,0.282944267,0.717055733
Nat-ag 6,9/12/2024,2024,256,2,,0.610119874,0.389880126
Nat-ag 6,9/12/2024,2024,256,4,,0.18144419,0.81855581
Nat-ag 6,9/12/2024,2024,256,5,,0.297585248,0.702414752
Nat-ag 6,9/12/2024,2024,256,7,,0.262309763,0.737690237
Nat-ag 6,9/12/2024,2024,256,9,,0.290649861,0.709350139
Nat-ag 7 new,5/30/2024,2024,151,6,,0.517028651,0.482971349
Nat-ag 7 new,8/1/2024,2024,214,2,,0.345536374,0.654463626
Nat-ag 7 new,8/1/2024,2024,214,5,,0.5235884,0.4764116
Nat-ag 7 new,8/1/2024,2024,214,8,,0.85929925,0.14070075
Nat-ag 7 new,8/1/2024,2024,214,9,,0.480818412,0.519181588
Nat-ag 7 new,8/22/2024,2024,235,1,,0.28497317,0.71502683
Nat-ag 7 new,8/22/2024,2024,235,2,,0.474795462,0.525204538
Nat-ag 7 new,8/22/2024,2024,235,10,,0.844875245,0.155124755
Nat-ag 7 new,8/22/2024,2024,235,9,,0.221492952,0.778507048
Nat-ag 7 old,6/28/2024,2024,180,9,,0.611864911,0.388135089
Nat-ag 7 old,8/22/2024,2024,235,3,,0.487028518,0.512971482
Nat-ag 7 old,8/8/2024,2024,221,10,,0.499627649,0.500372351
Nat-ag 7 old,8/8/2024,2024,221,6,,0.312304506,0.687695494
Nat-ag 7 old,8/8/2024,2024,221,7,,0.21123583,0.78876417
Nat-ag 7 old,8/8/2024,2024,221,8,,0.261455003,0.738544997
Nat-ag 7 old,8/8/2024,2024,221,9,,0.484782639,0.515217361
Nat-ag 8,5/31/2024,2024,152,10,,0.443144354,0.556855646
Nat-ag 8,5/31/2024,2024,152,5,,0.846093889,0.153906111
Nat-ag 8,7/29/2024,2024,211,10,,0.432838251,0.567161749
Nat-ag 8,7/29/2024,2024,211,9,,0.593203391,0.406796609
Nat-ag 9,8/20/2024,2024,233,10,,0.232029437,0.767970563
Nat-ag 9,8/20/2024,2024,233,7,,0.783161243,0.216838757
Nat-ag 9,8/20/2024,2024,233,9,,0.704803254,0.295196746
Ag-nat 2,5/28/2024,2024,149,2,,0.350488716,0.649511284
Ag-nat 3,9/17/2024,2024,261,2,,0.397741879,0.602258121
Ag-nat 7,8/20/2024,2024,233,1,,0.413300987,0.586699013
Ag-nat 7,8/20/2024,2024,233,2,,0.638474489,0.361525511
Ag-nat 7,8/20/2024,2024,233,3,,0.422455377,0.577544623
Half 9,6/25/2024,2024,177,10,,0.323165932,0.676834068
Nat-ag 7 old,8/22/2024,2024,235,4,,0.503992674,0.496007326
Nat-ag 7 old,8/22/2024,2024,235,5,,0.313728387,0.686271613
Nat QC 1 alt,7/31/2024,2024,213,6,,0.332371262,0.667628738
Nat QC 1 old,8/21/2024,2024,234,3,,0.503634644,0.496365356
Nat QC 1 old,8/21/2024,2024,234,4,,0.253382355,0.746617645
Nat QC 1 old,8/21/2024,2024,234,5,,0.111760143,0.888239857
Nat-ag 4,8/23/2024,2024,236,5,,0.291489711,0.708510289
Nat-ag 4,9/13/2024,2024,250,4,,0.165897049,0.834102951
Nat-ag 4,9/13/2024,2024,250,6,,0.151540334,0.848459666
Nat-ag 7 old,8/22/2024,2024,235,6,,0.585314368,0.414685632
Nat QC 4,7/31/2024,2024,213,3,,0.334250871,0.665749129
Nat QC 4,9/15/2024,2024,259,2,,0.526518166,0.473481834
Nat QC 4,9/15/2024,2024,259,3,,0.558900571,0.441099429
Nat QC 4,9/15/2024,2024,259,4,,0.809278611,0.190721389
Nat QC 4,9/15/2024,2024,259,5,,0.800131677,0.199868323
Nat QC 4,9/15/2024,2024,259,6,,0.913388288,0.086611712
Nat QC 4,9/15/2024,2024,259,8,,0.940226817,0.059773183
Nat QC 7,9/15/2024,2024,259,6,,0.607624257,0.392375743
Nat-ag 4,9/13/2024,2024,250,7,,0.410590748,0.589409252
Nat-ag 4,9/13/2024,2024,250,8,,0.38699607,0.61300393
Nat-ag 6,8/1/2024,2024,214,7,,0.293955902,0.706044098
Nat-ag 6,9/12/2024,2024,256,10,,0.564005198,0.435994802
Ag-nat 3,5/31/2024,2024,152,5,,0.303830386,0.696169614
Ag-nat 9,6/25/2024,2024,177,2,,0.307985626,0.692014374
Ag 3,5/31/2024,2024,152,5,,0.466126119,0.533873881
Half 5,5/31/2024,2024,152,5,,0.3583974,0.6416026
Half 5,6/24/2024,2024,176,1,,0.077451767,0.922548233
Half 5,6/24/2024,2024,176,4,,0.182179185,0.817820815
Nat-ag 5 new,6/28/2024,2024,180,3,,0.656931371,0.343068629
Nat-ag 9,8/20/2024,2024,233,8,,0.512381566,0.487618434
Ag-nat 8,5/31/2024,2024,156,3,,0.889500923,0.110499077
Ag 3,9/17/2024,2024,261,7,,0.858987322,0.141012678
Ag 5,5/31/2024,2024,152,5,,0.861637894,0.138362106
Half 2,6/24/2024,2024,176,3,,0.712401544,0.287598456
Half 5,5/31/2024,2024,152,3,,0.590064382,0.409935618
Half 5,5/31/2024,2024,152,6,,0.462964374,0.537035626
Half 5,5/31/2024,2024,152,8,,0.425372595,0.574627405
Nat-ag 2,8/1/2024,2024,214,3,,0.998580435,0.001419565
Nat-ag 2,8/1/2024,2024,214,4,,0.995302252,0.004697748
Nat QC 6,5/29/2024,2024,164,6,,0.834427721,0.165572279
Nat QC 6,5/29/2024,2024,164,7,,0.686784836,0.313215164
Nat QC 6,5/29/2024,2024,164,9,,0.898592997,0.101407003
Nat-ag 2,8/1/2024,2024,214,10,,0.975679257,0.024320743
Nat-ag 2,8/1/2024,2024,214,11,,0.952345892,0.047654108
Nat-ag 2,8/1/2024,2024,214,6,,1,0
Nat-ag 2,8/1/2024,2024,214,7,,0.854724507,0.145275493
Nat-ag 2,8/1/2024,2024,214,9,,0.990142498,0.009857502
Nat-ag 2,9/12/2024,2024,256,2,,0.920188899,0.079811101
Nat-ag 2,9/12/2024,2024,256,3,,0.928334134,0.071665866
Nat-ag 2,9/12/2024,2024,256,4,,0.95217698,0.04782302
Nat-ag 2,9/12/2024,2024,256,5,,0.998792507,0.001207493
Nat-ag 2,9/12/2024,2024,256,6,,0.899068455,0.100931545
Nat-ag 2,9/12/2024,2024,256,7,,0.858972805,0.141027195
Nat-ag 2,9/12/2024,2024,256,8,,0.822407234,0.177592766
Nat-ag 2,9/12/2024,2024,256,10,,0.991466826,0.008533174
Nat-ag 5 new,8/1/2024,2024,214,10,,0.97873242,0.02126758
Nat-ag 5 new,8/1/2024,2024,214,3,,0.988371377,0.011628623
Nat-ag 5 new,8/1/2024,2024,214,4,,0.981474637,0.018525363
Nat-ag 5 new,8/1/2024,2024,214,5,,0.986012523,0.013987477
Nat-ag 5 new,8/1/2024,2024,214,6,,0.987317101,0.012682899
Nat-ag 5 new,8/1/2024,2024,214,7,,0.995587891,0.004412109
Nat-ag 5 new,8/1/2024,2024,214,8,,0.96499858,0.03500142
Nat-ag 5 new,8/1/2024,2024,214,9,,0.975096011,0.024903989
Nat QC 1 alt,6/26/2024,2024,178,10,,0.627632595,0.372367405
Nat QC 1 alt,6/26/2024,2024,178,8,,0.449195856,0.550804144
Nat QC 1 alt,6/26/2024,2024,178,9,,0.817366388,0.182633612
Nat-ag 5 old,9/12/2024,2024,256,7,,0.56093634,0.43906366
Nat-ag 6,9/12/2024,2024,256,3,,0.851999947,0.148000053
Nat-ag 7 new,8/1/2024,2024,214,10,,0.848703715,0.151296285
Ag-nat 8,5/31/2024,2024,156,10,edit3,0.95390509,0.04609491
Half 7,5/28/2024,2024,149,1,edit,0.73781589,0.26218411
Nat-ag 2,5/30/2024,2024,151,10,,0.843376359,0.156623641
Nat-ag 2,5/30/2024,2024,151,2,edit,0.967573845,0.032426155
Nat-ag 2,5/30/2024,2024,151,3,edit,0.999743133,0.000256867
Nat-ag 2,5/30/2024,2024,151,4,edit,0.869893192,0.130106808
Nat-ag 2,5/30/2024,2024,151,5,edit,0.988194514,0.011805486
Nat-ag 2,5/30/2024,2024,151,9,,0.962850669,0.037149331
Nat-ag 2,5/30/2024,2024,151,9,edit,0.998376905,0.001623095
Nat-ag 2,6/8/2024,2024,160,7,,0.804352368,0.195647632
Ag-nat 9,5/28/2024,2024,149,3,,0.527489904,0.472510096
Ag 3,6/25/2024,2024,176,10,,0.659242194,0.340757806
Ag 3,6/25/2024,2024,176,8,,0.32552919,0.67447081
Half 2,6/24/2024,2024,176,5,,0.72406917,0.27593083
Nat-ag 2,6/28/2024,2024,180,1,,0.94563742,0.05436258
Nat-ag 2,6/28/2024,2024,180,8,,0.869615312,0.130384688
Nat-ag 2,6/8/2024,2024,160,7,edit,0.901716847,0.098283153
Nat QC 1 alt,7/31/2024,2024,213,1,,0.528245735,0.471754265
Nat QC 1 alt,7/31/2024,2024,213,4,,0.44113343,0.55886657
Nat QC 1 alt,7/31/2024,2024,213,8,,0.599893356,0.400106644
Nat-ag 5 old,5/30/2024,2024,151,1,edit,0.984784935,0.015215065
Nat-ag 5 old,5/30/2024,2024,151,2,,0.630267448,0.369732552
Nat-ag 5 old,5/30/2024,2024,151,6,,0.943303619,0.056696381
Nat-ag 5 old,5/30/2024,2024,151,7,,0.748068979,0.251931021
Nat-ag 5 old,5/30/2024,2024,151,10,,0.621821268,0.378178732
Nat-ag 5 old,5/30/2024,2024,151,8,,0.783719328,0.216280672
Nat-ag 5 old,5/30/2024,2024,151,9,,0.724276353,0.275723647
Nat-ag 5 old,6/28/2024,2024,180,5,,0.94945076,0.05054924
Nat-ag 5 old,6/28/2024,2024,180,6,,0.952130192,0.047869808
Nat-ag 5 old,6/28/2024,2024,180,8,,0.919507459,0.080492541
Ag-nat 2,5/28/2024,2024,149,3,,0.965749263,0.034250737
Ag-nat 2,5/28/2024,2024,149,5,,0.917047974,0.082952026
Ag-nat 2,5/28/2024,2024,149,8,,0.760451238,0.239548762
Ag-nat 3,7/29/2024,2024,211,10,,0.37935247,0.62064753
Ag-nat 5,6/25/2024,2024,177,4,,0.374149962,0.625850038
Ag-nat 5,6/25/2024,2024,177,6,,0.249434224,0.750565776
Ag-nat 5,6/25/2024,2024,177,9,,0.520785825,0.479214175
Ag-nat 7,7/30/2024,2024,212,8,,0.681184054,0.318815946
Ag-nat 7,7/30/2024,2024,212,9,,0.60642206,0.39357794
Ag-nat 8,5/31/2024,2024,156,1,,0.598877993,0.401122007
Ag-nat 8,5/31/2024,2024,156,2,,0.54311148,0.45688852
Ag 3,6/25/2024,2024,176,1,,0.404653343,0.595346657
Ag-nat 8,5/31/2024,2024,156,5,,0.45200274,0.54799726
Ag-nat 8,5/31/2024,2024,156,6,,0.704184541,0.295815459
Ag-nat 8,5/31/2024,2024,156,7,,0.768961439,0.231038561
Ag-nat 8,5/31/2024,2024,156,8,,0.664555301,0.335444699
Ag-nat 8,5/31/2024,2024,156,9,,0.79954573,0.20045427
Half 2,5/31/2024,2024,152,9,,0.795892834,0.204107166
Nat QC 3,7/31/2024,2024,213,5,,0.652221866,0.347778134
Nat QC 7,8/21/2024,2024,234,5,,0.806508341,0.193491659
Nat QC 7,8/21/2024,2024,234,8,,0.435625786,0.564374214
Nat QC 7,9/15/2024,2024,259,4,,0.804083741,0.195916259
Nat-ag 1,5/30/2024,2024,151,7,,0.705572567,0.294427433
Nat-ag 1,5/30/2024,2024,151,8,,0.941815046,0.058184954
Nat-ag 2,5/30/2024,2024,151,1,,0.959116667,0.040883333
Nat-ag 2,5/30/2024,2024,151,6,,0.933538146,0.066461854
Nat-ag 2,5/30/2024,2024,151,7,,0.878557356,0.121442644
Nat-ag 2,5/30/2024,2024,151,8,,0.944438902,0.055561098
Nat QC 9,8/21/2024,2024,234,9,,0.67806517,0.32193483
Nat-ag 2,6/8/2024,2024,160,5,,0.85707634,0.14292366
Nat-ag 5 old,5/30/2024,2024,151,3,,0.979796054,0.020203946
Nat-ag 5 old,5/30/2024,2024,151,4,,0.880749565,0.119250435
Nat-ag 5 old,5/30/2024,2024,151,5,,0.894580729,0.105419271
Nat-ag 7 new,8/1/2024,2024,214,3,,0.998611432,0.001388568
Nat-ag 7 new,8/1/2024,2024,214,4,,0.899596966,0.100403034
Ag-nat 5,5/28/2024,2024,149,7,,0.827642383,0.172357617
Ag-nat 5,5/28/2024,2024,149,8,,0.644289861,0.355710139
Half 9,6/25/2024,2024,177,3,,0.712444748,0.287555252
Half 9,6/25/2024,2024,177,5,,0.615533322,0.384466678
Half 9,6/25/2024,2024,177,6,,0.821472533,0.178527467
Half 9,6/25/2024,2024,177,7,,0.734640594,0.265359406
Nat-ag 2,6/8/2024,2024,160,1,,0.923804291,0.076195709
Nat-ag 2,6/8/2024,2024,160,2,,0.461754466,0.538245534
Nat-ag 2,6/8/2024,2024,160,3,,0.839359371,0.160640629
Nat-ag 2,6/8/2024,2024,160,4,,0.863460709,0.136539291
Nat-ag 2,6/8/2024,2024,160,6,,0.649453156,0.350546844
Nat-ag 2,6/8/2024,2024,160,8,,0.583818658,0.416181342
Nat-ag 5 new,6/8/2024,2024,160,5,,0.816699083,0.183300917
Nat-ag 5 new,6/8/2024,2024,160,7,,0.808765065,0.191234935
Nat-ag 5 new,6/8/2024,2024,160,8,,0.706720025,0.293279975
Nat QC 1 alt,5/29/2024,2024,164,2,,0.556984669,0.443015331
Nat QC 1 alt,5/29/2024,2024,164,3,,0.638540617,0.361459383
Nat QC 1 alt,5/29/2024,2024,164,4,,0.588598981,0.411401019
Nat QC 1 alt,5/29/2024,2024,164,5,,0.729985955,0.270014045
Nat QC 1 alt,5/29/2024,2024,164,6,,0.519969663,0.480030337
Nat QC 1 alt,5/29/2024,2024,164,9,,0.879468764,0.120531236
Nat QC 3,5/29/2024,2024,150,1,,0.80355879,0.19644121
Nat QC 3,5/29/2024,2024,150,2,,0.70718545,0.29281455
Nat QC 3,5/29/2024,2024,150,3,,0.478811199,0.521188801
Nat-ag 5 new,6/8/2024,2024,160,10,,0.836564663,0.163435337
Nat-ag 5 new,6/8/2024,2024,160,4,,0.671195163,0.328804837
Nat-ag 5 new,6/8/2024,2024,160,9,,0.675950939,0.324049061
Nat QC 1 alt,5/29/2024,2024,164,8,,0.626250853,0.373749147
Nat QC 1 alt,6/26/2024,2024,178,6,,0.591965553,0.408034447
Nat QC 3,5/29/2024,2024,150,5,,0.709136109,0.290863891
Nat QC 6,7/31/2024,2024,213,9,,0.877205073,0.122794927
Nat QC 6,8/21/2024,2024,234,7,,0.603434029,0.396565971
Nat QC 6,8/21/2024,2024,234,8,,0.728835219,0.271164781
Nat QC 7,8/21/2024,2024,234,11,,0.533347419,0.466652581
Nat QC 7,8/21/2024,2024,234,12,,0.595564232,0.404435768
Nat QC 9,6/26/2024,2024,178,2,,0.485574193,0.514425807
Nat QC 7,8/21/2024,2024,234,6,,0.791165817,0.208834183
Nat QC 1 old,5/29/2024,2024,150,6,,0.194762539,0.805237461
Nat QC 3,5/29/2024,2024,150,4,,0.43989895,0.56010105
Nat QC 6,7/31/2024,2024,213,8,,0.739360521,0.260639479
Nat QC 6,8/21/2024,2024,234,10,,0.557065298,0.442934702
Nat QC 6,8/21/2024,2024,234,6,,0.56706974,0.43293026
Nat QC 6,8/21/2024,2024,234,9,,0.747137328,0.252862672
Ag-nat 2,6/25/2024,2024,177,10,,0.98907959,0.01092041
Ag-nat 2,6/25/2024,2024,177,2,,0.683452148,0.316547852
Ag-nat 2,6/25/2024,2024,177,5,,0.814981921,0.185018079
Ag-nat 2,6/25/2024,2024,177,6,,0.738410534,0.261589466
Ag-nat 2,6/25/2024,2024,177,9,edit3,0.975079751,0.024920249
Ag-nat 5,5/28/2024,2024,149,10,,0.486835555,0.513164445
Ag-nat 5,5/28/2024,2024,149,3,,0.86413638,0.13586362
Ag-nat 5,5/28/2024,2024,149,6,,0.984524436,0.015475564
Ag-nat 5,5/28/2024,2024,149,9,,0.512731295,0.487268705
Nat QC 7,5/29/2024,2024,150,2,,0.829818166,0.170181834
Nat-ag 4,5/28/2024,2024,149,5,,0.626995331,0.373004669
Nat-ag 4,5/28/2024,2024,149,6,,0.617120481,0.382879519
Nat-ag 4,5/28/2024,2024,149,8,,0.591504704,0.408495296
Nat-ag 4,5/28/2024,2024,149,9,,0.707567881,0.292432119
Nat-ag 5 new,8/1/2024,2024,214,1,,0.980983204,0.019016796
Nat-ag 5 new,8/22/2024,2024,235,1,,0.806246243,0.193753757
Nat-ag 5 new,9/12/2024,2024,256,1,,0.961972685,0.038027315
Nat-ag 5 new,9/12/2024,2024,256,2,,0.916967608,0.083032392
Nat-ag 5 new,9/12/2024,2024,256,3,,0.98972169,0.01027831
Nat QC 7,5/29/2024,2024,150,5,,0.8514502,0.1485498
Nat QC 7,5/29/2024,2024,150,6,,0.821185619,0.178814381
Nat-ag 5 new,9/12/2024,2024,256,10,,0.981604705,0.018395295
Nat-ag 5 new,9/12/2024,2024,256,5,,0.985507135,0.014492865
Nat-ag 5 new,9/12/2024,2024,256,6,,0.962061555,0.037938445
Nat-ag 5 new,9/12/2024,2024,256,7,,0.984286106,0.015713894
Nat-ag 5 new,9/12/2024,2024,256,8,,0.972754396,0.027245604
Nat-ag 5 new,9/12/2024,2024,256,9,,0.991955406,0.008044594
Nat-ag 5 old,9/12/2024,2024,256,11,,0.900859782,0.099140218
Nat-ag 5 old,9/12/2024,2024,256,4,,0.970298407,0.029701593
Nat-ag 5 old,9/12/2024,2024,256,6,,0.922135994,0.077864006
Nat-ag 5 new,8/22/2024,2024,235,1,edit3,0.948492899,0.051507101
Nat-ag 5 new,8/22/2024,2024,235,10,edit,0.978409899,0.021590101
Nat-ag 5 new,8/22/2024,2024,235,2,edit,0.997318599,0.002681401
Nat-ag 5 new,8/22/2024,2024,235,3,edit,0.994904789,0.005095211
Nat-ag 5 new,8/22/2024,2024,235,4,edit,0.992281262,0.007718738
Nat-ag 5 new,8/22/2024,2024,235,5,edit,0.964985828,0.035014172
Nat-ag 5 new,8/22/2024,2024,235,6,edit,0.963433252,0.036566748
Nat-ag 5 new,8/22/2024,2024,235,7,edit,0.989856859,0.010143141
Nat-ag 5 new,8/22/2024,2024,235,8,edit,0.963414575,0.036585425
Nat-ag 5 new,8/22/2024,2024,235,9,edit,0.919534439,0.080465561
Ag-nat 2,5/28/2024,2024,149,1,,0.749764476,0.250235524
Ag-nat 2,6/25/2024,2024,177,7,,0.641849845,0.358150155
Ag-nat 2,6/25/2024,2024,177,8,,0.739926404,0.260073596
Half 7,5/28/2024,2024,149,10,,0.39418011,0.60581989
Half 7,5/28/2024,2024,149,3,,0.2790641,0.7209359
Half 7,5/28/2024,2024,149,5,,0.392278546,0.607721454
Half 7,5/28/2024,2024,149,6,,0.485755257,0.514244743
Half 7,5/28/2024,2024,149,7,,0.307379789,0.692620211
Half 7,5/28/2024,2024,149,9,,0.176034794,0.823965206
Half 9,6/25/2024,2024,177,1,,0.430523687,0.569476313
Half 9,6/25/2024,2024,177,2,,0.237294496,0.762705504
Half 9,6/25/2024,2024,177,4,,0.317768185,0.682231815
Half 9,5/28/2024,2024,149,2,,0.972770267,0.027229733
Nat-ag 3,9/12/2024,2024,256,2,,0.914390576,0.085609424
Nat-ag 3,9/12/2024,2024,256,5,,0.947313656,0.052686344
Nat-ag 3,9/12/2024,2024,256,6,,0.833522452,0.166477548
Nat-ag 4,5/28/2024,2024,149,10,,0.767993244,0.232006756
Nat-ag 4,5/28/2024,2024,149,7,,0.441167535,0.558832465
Nat-ag 5 old,6/8/2024,2024,160,10,,0.654856205,0.345143795
