date,year,day_of_year,temp_c,site,under_board,board_number,board_id,survey_start,survey_start_t,survey_end,survey_end_t,t_lapse_mins,t_midpoint,handling_start,handling_start_t,handling_end,handling_end_t,spp,sex_age_est,sex,probed,age_class,svl_cm,id,cluster,id_cluster,status
5/29/2024,2024,150,17,Nat QC 7,Y,10,GP10,16:05,16.08,16:46,16.77,41,16.43,16:15,16.25,16:18,16.3,redbelly,N,U,N,N,10,2,GP,GP2,unique
5/29/2024,2024,150,17,Nat QC 7,Y,20,GP20,16:05,16.08,16:46,16.77,41,16.43,16:33,16.55,16:36,16.6,garter,F,F,Y,A,49,21,GP,GP21,unique
5/30/2024,2024,151,14,Nat-ag 6,,,,10:12,10.2,10:26,10.43,14,10.32,,0,,0,,,,,,,,,,
5/30/2024,2024,151,15,Nat-ag 3,N,1,1,10:53,10.88,11:16,11.27,23,11.08,,0,,0,water snake,J,,N,,,,,,not captured
5/30/2024,2024,151,15,Nat-ag 3,Y,12,OS12,10:53,10.88,11:16,11.27,23,11.08,11:06,11.1,11:08,11.13,redbelly,M,M,Y,A,21,26,OS,OS26,unique
5/30/2024,2024,151,17,Nat-ag 1,N,1,1,11:40,11.67,12:05,12.08,25,11.88,,0,,0,water snake,J,,N,,,,,,not captured
5/30/2024,2024,151,17,Nat-ag 1,Y,2,OS2,11:40,11.67,12:05,12.08,25,11.88,11:45,11.75,11:48,11.8,redbelly,M,M,Y,A,24,27,OS,OS27,unique
5/30/2024,2024,151,17,Nat-ag 1,Y,12,OS12,11:40,11.67,12:05,12.08,25,11.88,11:55,11.92,12:00,12,redbelly,F,F,Y,A,22.5,28,OS,OS28,unique
5/30/2024,2024,151,18,Nat-ag 2,,,,12:44,12.73,13:00,13,16,12.87,,0,,0,,,,,,,,,,
5/30/2024,2024,151,19,Nat-ag 7,Y,3,3,15:53,15.88,16:05,16.08,12,15.98,,0,,0,water snake,,,N,,,,,,not captured
5/30/2024,2024,151,19,Nat-ag 7,Y,7,7,15:53,15.88,16:05,16.08,12,15.98,,0,,0,smooth green snake ,,,,,,,,,not captured
5/30/2024,2024,151,19,Nat-ag 7,Y,7,7,15:53,15.88,16:05,16.08,12,15.98,,0,,0,smooth green snake ,,,,,,,,,not captured
5/31/2024,2024,152,15,Nat-ag 8,N,3,3,9:44,9.73,9:55,9.92,11,9.83,,0,,0,,,,,,,,,,
5/31/2024,2024,152,16,Ag 5,,,,10:14,10.23,10:30,10.5,16,10.37,,0,,0,,,,,,,,,,
5/31/2024,2024,152,21,Half 5,,,,12:47,12.78,13:03,13.05,16,12.92,,0,,0,,,,,,,,,,
5/31/2024,2024,152,22,Ag-nat 3,,,,13:45,13.75,14:00,14,15,13.88,,0,,0,,,,,,,,,,
5/31/2024,2024,152,26,Ag 3,,,,14:29,14.48,14:46,14.77,17,14.63,,0,,0,,,,,,,,,,
5/31/2024,2024,152,24,Half 2,Y,10,10,15:06,15.1,15:25,15.42,19,15.26,,0,,0,redbelly,,,,,,,,,not captured
5/31/2024,2024,152,24,Half 2,Y,1,AR1,15:06,15.1,15:25,15.42,19,15.26,15:15,15.25,15:20,15.33,garter,F,F,Y,A,67.5,10,AR,AR10,unique
5/31/2024,2024,152,24,Half 10,Y,7,7,16:23,16.38,16:52,16.87,29,16.63,,0,,0,redbelly,,,,,,,,,not captured
5/31/2024,2024,152,24,Half 10,Y,8,AR8,16:23,16.38,16:52,16.87,29,16.63,16:29,16.48,16:39,16.65,garter,M,U,N,A,25.5,11,AR,AR11,unique
5/31/2024,2024,152,24,Half 10,Y,8,AR8,16:23,16.38,16:52,16.87,29,16.63,16:29,16.48,16:45,16.75,garter,F,F,Y,A,37.25,12,AR,AR12,unique
5/31/2024,2024,152,24,Ag 6,Y,4,AR4,17:19,17.32,17:35,17.58,16,17.45,17:20,17.33,17:23,17.38,redbelly,N,U,N,N,11.25,4,AR,AR4,unique
6/3/2024,2024,155,20,Half 7,,,,8:54,8.9,9:10,9.17,16,9.03,,0,,0,,,,,,,,,,
6/3/2024,2024,155,22,Ag-nat 9,,,,9:40,9.67,9:50,9.83,10,9.75,,0,,0,,,,,,,,,,
6/3/2024,2024,155,22,Half 9,Y,4,OE4,10:11,10.18,10:30,10.5,19,10.34,10:15,10.25,10:25,10.42,garter,F,F,Y,A,51,16,OE,OE16,unique
6/3/2024,2024,155,24,Ag-nat 2,,,,11:10,11.17,11:30,11.5,20,11.33,,0,,0,,,,,,,,,,
6/3/2024,2024,155,25,Ag-nat 5,,,,11:37,11.62,11:50,11.83,13,11.73,,0,,0,,,,,,,,,,
6/3/2024,2024,155,26,Nat-ag 4,Y,5,OE5,12:13,12.22,12:35,12.58,22,12.4,12:17,12.28,12:20,12.33,redbelly,F,F,N,A,22.25,15,OE,OE15,recapture
6/3/2024,2024,155,26,Nat-ag 9,,,,13:13,13.22,13:16,13.27,3,13.24,,0,,0,,,,,,,,,,
6/3/2024,2024,155,27,Ag-nat 7,,,,13:55,13.92,14:10,14.17,15,14.04,,0,,0,,,,,,,,,,
6/4/2024,2024,156,20,Half 10,,,,8:33,8.55,8:45,8.75,12,8.65,,0,,0,,,,,,,,,,
6/4/2024,2024,156,21,Ag 6,N,4,4,9:05,9.08,9:25,9.42,20,9.25,,0,,0,garter,J,U,N,A,,,,,not captured
6/4/2024,2024,156,24,Half 5,,,,10:47,10.78,10:57,10.95,10,10.87,,0,,0,,,,,,,,,,
6/4/2024,2024,156,25,Half 2,,,,11:29,11.48,11:50,11.83,21,11.66,,0,,0,,,,,,,,,,
6/4/2024,2024,156,26,Ag-nat 3,,,,12:05,12.08,12:20,12.33,15,12.21,,0,,0,,,,,,,,,,
6/4/2024,2024,156,26,Ag 3,,,,12:52,12.87,13:07,13.12,15,12.99,,0,,0,,,,,,,,,,
6/4/2024,2024,156,27,Ag-nat 8,,,,13:37,13.62,13:53,13.88,16,13.75,,0,,0,,,,,,,,,,
6/4/2024,2024,156,28,Ag 5,Y,7,AR7,14:10,14.17,14:30,14.5,20,14.33,14:15,14.25,14:20,14.33,garter,F,F,Y,A,51,13,AR,AR15,unique
6/4/2024,2024,156,28,Nat-ag 8,,,,14:45,14.75,14:57,14.95,12,14.85,,0,,0,,,,,,,,,,
6/5/2024,2024,157,24,Nat QC 3,Y,5,GP5,10:04,10.07,10:15,10.25,11,10.16,10:07,10.12,10:11,10.18,redbelly,M,M,N,A,21,3,GP,GP3,unique
6/5/2024,2024,157,24,Nat QC 4,,,,10:35,10.58,10:45,10.75,10,10.67,,0,,0,,,,,,,,,,
6/5/2024,2024,157,26,Nat QC 7,,,,11:49,11.82,12:10,12.17,21,11.99,,0,,0,,,,,,,,,,
6/5/2024,2024,157,27,Nat QC 9,Y,2,GP2,13:05,13.08,13:32,13.53,27,13.31,13:07,13.12,13:09,13.15,redbelly,F,F,N,A,20.25,4,GP,GP4,unique
6/5/2024,2024,157,27,Nat QC 9,Y,3,GP3,13:05,13.08,13:32,13.53,27,13.31,13:14,13.23,13:20,13.33,garter,F,F,Y,A,48.75,22,GP,GP22,unique
6/8/2024,2024,160,17,Nat-ag 5,Y,1,OS1,10:06,10.1,10:50,10.83,44,10.47,10:06,10.1,10:10,10.17,redbelly,J,U,N,A,12.5,24,OS,OS24,unique
6/8/2024,2024,160,17,Nat-ag 5,Y,4,OS4,10:06,10.1,10:50,10.83,44,10.47,10:14,10.23,10:18,10.3,garter,J,U,N,A,21,42,OS,OS42,unique
6/8/2024,2024,160,17,Nat-ag 5,Y,4,4,10:06,10.1,10:50,10.83,44,10.47,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,17,Nat-ag 5,Y,6,6,10:06,10.1,10:50,10.83,44,10.47,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,17,Nat-ag 5,Y,6,OS6,10:06,10.1,10:50,10.83,44,10.47,10:23,10.38,10:26,10.43,garter,J,U,N,A,23,43,OS,OS43,unique
6/8/2024,2024,160,17,Nat-ag 5,Y,10,10,10:06,10.1,10:50,10.83,44,10.47,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,17,Nat-ag 5,Y,11,11,10:06,10.1,10:50,10.83,44,10.47,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,17,Nat-ag 5,Y,13,13,10:06,10.1,10:50,10.83,44,10.47,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,17,Nat-ag 5,Y,14,14,10:06,10.1,10:50,10.83,44,10.47,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,17,Nat-ag 5,Y,18,OS18,10:06,10.1,10:50,10.83,44,10.47,10:40,10.67,10:44,10.73,redbelly,M,U,N,A,19.25,30,OS,OS30,unique
6/8/2024,2024,160,17,Nat-ag 2,,,,11:34,11.57,11:51,11.85,17,11.71,,0,,0,,,,,,,,,,
6/8/2024,2024,160,17,Nat-ag 1,Y,10,OS10,12:24,12.4,12:49,12.82,25,12.61,12:37,12.62,12:43,12.72,redbelly,M,M,N,A,21.25,31,OS,OS31,unique
6/8/2024,2024,160,17,Nat-ag 1,Y,15,OS15,12:24,12.4,12:49,12.82,25,12.61,12:46,12.77,12:49,12.82,garter,M,M,Y,A,47.5,44,OS,OS44,unique
6/8/2024,2024,160,17,Nat-ag 1,Y,15,15,12:24,12.4,12:49,12.82,25,12.61,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,17,Nat-ag 1,Y,15,15,12:24,12.4,12:49,12.82,25,12.61,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,19,Nat-ag 3,,,,13:15,13.25,13:42,13.7,27,13.48,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,19,Nat-ag 3,Y,6,OS6,13:15,13.25,13:42,13.7,27,13.48,13:22,13.37,13:33,13.55,redbelly,J,U,N,A,14,32,OS,OS32,unique
6/8/2024,2024,160,19,Nat-ag 3,Y,6,OS6,13:15,13.25,13:42,13.7,27,13.48,1:22,1.37,13:30,13.5,redbelly,F,F,N,A,23.25,19,OS,OS19,recapture
6/8/2024,2024,160,19,Nat-ag 3,Y,6,OS6,13:15,13.25,13:42,13.7,27,13.48,13:22,13.37,13:27,13.45,garter,M,M,Y,A,26,40,OS,OS40,recapture
6/8/2024,2024,160,19,Nat-ag 3,Y,8,8,13:15,13.25,13:42,13.7,27,13.48,,0,,0,smooth green snake ,,,,,,,,,not captured
6/8/2024,2024,160,19,Nat-ag 3,Y,8,8,13:15,13.25,13:42,13.7,27,13.48,,0,,0,water snake,J,,N,,,,,,not captured
6/8/2024,2024,160,19,Nat-ag 3,Y,9,9,13:15,13.25,13:42,13.7,27,13.48,,0,,0,water snake,,,,,,,,,not captured
6/8/2024,2024,160,19,Nat-ag 6,,,,14:14,14.23,14:30,14.5,16,14.37,,0,,0,,,,,,,,,,
6/8/2024,2024,160,19,Nat-ag 7,Y,6,6,14:51,14.85,15:15,15.25,24,15.05,,0,,0,water snake,J,,N,,,,,,not captured
6/8/2024,2024,160,19,Nat-ag 7,Y,10,10,14:51,14.85,15:15,15.25,24,15.05,,0,,0,milk snake,,,,,,,,,not captured
6/10/2024,2024,162,12,Half 5,,,,9:45,9.75,10:00,10,15,9.88,,0,,0,,,,,,,,,,
6/10/2024,2024,162,11,Half 2,N,9,9,10:30,10.5,10:38,10.63,8,10.57,,0,,0,garter,,,,,,,,,not captured
6/10/2024,2024,162,12,Ag-nat 3,,,,11:05,11.08,11:15,11.25,10,11.17,,0,,0,,,,,,,,,,
6/10/2024,2024,162,12,Ag 3,N,1,1,11:27,11.45,11:45,11.75,18,11.6,,0,,0,garter,,,,,,,,,not captured
6/10/2024,2024,162,13,Ag 5,N,2,2,12:04,12.07,12:20,12.33,16,12.2,,0,,0,garter,,,,,,,,,not captured
6/10/2024,2024,162,13,Ag-nat 8,,,,12:51,12.85,13:00,13,9,12.93,,0,,0,,,,,,,,,,
6/10/2024,2024,162,14,Nat-ag 8,,,,13:27,13.45,13:38,13.63,11,13.54,,0,,0,,,,,,,,,,
6/10/2024,2024,162,14,Nat-ag 9,N,9,9,14:38,14.63,14:46,14.77,8,14.7,,0,,0,garter,,,,,,,,,not captured
6/11/2024,2024,163,14,Ag-nat 9,,,,9:47,9.78,10:05,10.08,18,9.93,,0,,0,,,,,,,,,,
6/11/2024,2024,163,14,Half 9,N,9,OE9,10:27,10.45,10:45,10.75,18,10.6,10:37,10.62,10:42,10.7,garter,F,F,Y,A,52.25,17,OE,OE17,unique
6/11/2024,2024,163,15,Half 7,,,,11:05,11.08,11:17,11.28,12,11.18,,0,,0,,,,,,,,,,
6/11/2024,2024,163,18,Ag-nat 2,Y,11,OE11,12:03,12.05,12:34,12.57,31,12.31,12:12,12.2,12:15,12.25,garter,M,M,Y,A,52.75,18,OE,OE18,unique
6/11/2024,2024,163,18,Ag-nat 2,Y,14,OE14,12:03,12.05,12:34,12.57,31,12.31,12:18,12.3,12:21,12.35,garter,N,U,N,N,15.75,19,OE,OE19,unique
6/11/2024,2024,163,18,Ag-nat 2,Y,19,OE19,12:03,12.05,12:34,12.57,31,12.31,12:25,12.42,12:28,12.47,garter,F,U,N,A,24,20,OE,OE20,unique
6/11/2024,2024,163,18,Ag-nat 2,Y,20,OE20,12:03,12.05,12:34,12.57,31,12.31,12:30,12.5,12:34,12.57,redbelly,M,M,N,A,22,16,OE,OE16,unique
6/11/2024,2024,163,14,Ag-nat 5,,,,13:09,13.15,13:20,13.33,11,13.24,,0,,0,,,,,,,,,,
6/11/2024,2024,163,18,Nat-ag 4,N,9,9,13:30,13.5,13:45,13.75,15,13.63,,0,,0,garter,,,,,,,,,not captured
6/11/2024,2024,163,18,Nat-ag 4,N,9,9,13:30,13.5,13:45,13.75,15,13.63,,0,,0,garter,,,,,,,,,not captured
6/11/2024,2024,163,18,Nat-ag 4,N,9,9,13:30,13.5,13:45,13.75,15,13.63,,0,,0,garter,,,,,,,,,not captured
6/11/2024,2024,163,18,Nat-ag 4,N,10,10,13:30,13.5,13:45,13.75,15,13.63,,0,,0,garter,,,,,,,,,not captured
6/11/2024,2024,163,18,Half 10,Y,5,OE5,14:25,14.42,14:45,14.75,20,14.58,14:30,14.5,14:32,14.53,redbelly,F,U,N,A,16,14,OE,OE14,unique
6/11/2024,2024,163,18,Half 10,Y,7,OE7,14:25,14.42,14:45,14.75,20,14.58,14:35,14.58,14:38,14.63,redbelly,M,M,N,A,21,15,OE,OE15,unique
6/11/2024,2024,163,18,Half 10,Y,10,OE10,14:25,14.42,14:45,14.75,20,14.58,14:40,14.67,14:45,14.75,redbelly,F,F,N,A,22,16,OE,OE16,unique
6/11/2024,2024,163,18,Ag 6,,,,15:18,15.3,15:33,15.55,15,15.43,,0,,0,,,,,,,,,,
6/12/2024,2024,164,16,Nat QC 9,,,,9:49,9.82,10:10,10.17,21,9.99,,0,,0,,,,,,,,,,
6/12/2024,2024,164,16,Nat QC 3,,,,10:33,10.55,10:41,10.68,8,10.62,,0,,0,,,,,,,,,,
6/12/2024,2024,164,17,Nat QC 4,,,,10:51,10.85,11:08,11.13,17,10.99,,0,,0,,,,,,,,,,
6/12/2024,2024,164,17,Nat QC 6,,,,11:22,11.37,11:34,11.57,12,11.47,,0,,0,,,,,,,,,,
6/12/2024,2024,164,17,Nat QC 7,N,7,GP7,11:51,11.85,12:25,12.42,34,12.13,12:02,12.03,12:08,12.13,garter,M,M,Y,A,56,23,GP,GP23,unique
6/12/2024,2024,164,19,Nat QC 1,Y,9,9,1:30,1.5,13:50,13.83,740,7.67,13:35,13.58,,0,ring necked snake,,,,,,,,,not captured
6/13/2024,2024,165,20,Nat-ag 1,Y,6,OS6,9:44,9.73,10:08,10.13,24,9.93,9:49,9.82,9:54,9.9,garter,M,M,Y,A,28,45,OS,OS45,unique
6/13/2024,2024,165,20,Nat-ag 1,Y,6,6,9:44,9.73,10:08,10.13,24,9.93,,0,,0,redbelly,,,,,,,,,not captured
6/13/2024,2024,165,20,Nat-ag 1,Y,10,OS10,9:44,9.73,10:08,10.13,24,9.93,9:57,9.95,10:00,10,redbelly,J,U,N,A,13,33,OS,OS33,unique
6/13/2024,2024,165,21,Nat-ag 6,N,3,3,10:33,10.55,10:45,10.75,12,10.65,,0,,0,garter,,,,,,,,,not captured
6/13/2024,2024,165,23,Nat-ag 2,,,,11:45,11.75,11:58,11.97,13,11.86,,0,,0,,,,,,,,,,
6/13/2024,2024,165,25,Nat-ag 5,Y,1,OS1,13:07,13.12,14:14,14.23,67,13.68,13:07,13.12,13:12,13.2,garter,M,M,Y,A,41.5,46,OS,OS46,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,2,OS2,13:07,13.12,14:14,14.23,67,13.68,13:15,13.25,13:18,13.3,redbelly,F,F,N,A,23.5,34,OS,OS34,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,3,OS3,13:07,13.12,14:14,14.23,67,13.68,13:20,13.33,13:24,13.4,redbelly,F,F,N,A,21.75,35,OS,OS35,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,4,4,13:07,13.12,14:14,14.23,67,13.68,,0,,0,smooth green snake ,J,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 5,Y,4,4,13:07,13.12,14:14,14.23,67,13.68,,0,,0,smooth green snake ,,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 5,Y,5,OS5,13:07,13.12,14:14,14.23,67,13.68,13:30,13.5,13:34,13.57,garter,M,U,N,A,23,42,OS,OS42,recapture
6/13/2024,2024,165,25,Nat-ag 5,Y,5,5,13:07,13.12,14:14,14.23,67,13.68,,0,,0,redbelly,,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 5,Y,6,OS6,13:07,13.12,14:14,14.23,67,13.68,13:37,13.62,1:39,1.65,garter,M,U,N,A,22,47,OS,OS47,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,6,OS6,13:07,13.12,14:14,14.23,67,13.68,13:37,13.62,13:47,13.78,garter,M,M,Y,A,27.5,48,OS,OS48,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,7,OS7,13:07,13.12,14:14,14.23,67,13.68,13:43,13.72,13:45,13.75,redbelly,J,U,N,A,13.25,36,OS,OS36,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,7,OS7,13:07,13.12,14:14,14.23,67,13.68,13:43,13.72,13:47,13.78,redbelly,J,U,N,A,13,37,OS,OS37,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,9,9,13:07,13.12,14:14,14.23,67,13.68,,0,,0,smooth green snake ,,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 5,Y,11,OS11,13:07,13.12,14:14,14.23,67,13.68,13:50,13.83,13:57,13.95,redbelly,M,U,N,A,16.75,38,OS,OS38,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,16,OS16,13:07,13.12,14:14,14.23,67,13.68,13:57,13.95,14:00,14,garter,F,F,Y,A,44.25,49,OS,OS49,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,18,OS18,13:07,13.12,14:14,14.23,67,13.68,14:01,14.02,14:04,14.07,redbelly,M,U,N,A,15.5,39,OS,OS39,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,18,OS18,13:07,13.12,14:14,14.23,67,13.68,14:01,14.02,2:06,2.1,garter,M,M,Y,A,34.5,50,OS,OS50,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,19,OS19,13:07,13.12,14:14,14.23,67,13.68,14:09,14.15,14:13,14.22,garter,M,M,Y,A,50.25,51,OS,OS51,unique
6/13/2024,2024,165,25,Nat-ag 5,Y,1,OS1,14:25,14.42,14:45,14.75,20,14.58,14:26,14.43,14:31,14.52,garter,F,F,Y,A,42,52,OS,OS52,unique
6/13/2024,2024,165,26,Nat-ag 7,Y,2,OS2,15:23,15.38,15:55,15.92,32,15.65,15:27,15.45,15:28,15.47,garter,M,M,Y,A,26.75,40,OS,OS40,recapture
6/13/2024,2024,165,26,Nat-ag 7,Y,2,2,15:23,15.38,15:55,15.92,32,15.65,,0,,0,water snake,,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 3,Y,7,OS7,15:23,15.38,15:55,15.92,32,15.65,15:31,15.52,15:33,15.55,redbelly,M,U,N,A,13.25,40,OS,OS40,unique
6/13/2024,2024,165,25,Nat-ag 3,Y,8,8,15:23,15.38,15:55,15.92,32,15.65,,0,,0,redbelly,,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 3,Y,8,8,15:23,15.38,15:55,15.92,32,15.65,,0,,0,smooth green snake ,,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 3,Y,8,8,15:23,15.38,15:55,15.92,32,15.65,,0,,0,water snake,,,,,,,,,not captured
6/13/2024,2024,165,25,Nat-ag 3,Y,9,OS9,15:23,15.38,15:55,15.92,32,15.65,15:41,15.68,15:45,15.75,garter,F,F,Y,A,52.75,53,OS,OS53,unique
6/13/2024,2024,165,25,Nat-ag 3,Y,16,OS16,15:23,15.38,15:55,15.92,32,15.65,15:52,15.87,15:55,15.92,redbelly,M,M,Y,A,21,26,OS,OS26,recapture
6/17/2024,2024,169,20,Nat-ag 6,,,,9:12,9.2,9:30,9.5,18,9.35,,0,,0,,,,,,,,,,
6/17/2024,2024,169,21,Nat-ag 3,Y,3,OS3,9:52,9.87,10:20,10.33,28,10.1,10:00,10,10:03,10.05,garter,F,F,Y,A,28,49,OS,OS49,unique
6/17/2024,2024,169,21,Nat-ag 3,Y,5,5,9:52,9.87,10:20,10.33,28,10.1,,0,,0,water snake,,,,,,,,,not captured
6/17/2024,2024,169,21,Nat-ag 3,Y,8,8,9:52,9.87,10:20,10.33,28,10.1,,0,,0,water snake,,,,,,,,,not captured
6/17/2024,2024,169,21,Nat-ag 3,Y,13,OS13,9:52,9.87,10:20,10.33,28,10.1,10:12,10.2,10:15,10.25,redbelly,,U,A,,16.5,41,OS,OS41,unique
6/17/2024,2024,169,23,Nat-ag 5,Y,5,OS5,10:49,10.82,11:45,11.75,56,11.28,10:51,10.85,10:56,10.93,redbelly,F,F,N,A,22,35,OS,OS35,recapture
6/17/2024,2024,169,23,Nat-ag 5,Y,5,OS5,10:49,10.82,11:45,11.75,56,11.28,10:51,10.85,11:00,11,garter,M,M,Y,A,27.25,54,OS,OS54,unique
6/17/2024,2024,169,23,Nat-ag 5,Y,5,OS5,10:49,10.82,11:45,11.75,56,11.28,10:51,10.85,11:02,11.03,garter,M,U,N,A,22.25,46,OS,OS46,recapture
6/17/2024,2024,169,23,Nat-ag 5,Y,6,OS6,10:49,10.82,11:45,11.75,56,11.28,11:05,11.08,11:09,11.15,redbelly,F,F,N,A,22.25,42,OS,OS42,unique
6/17/2024,2024,169,23,Nat-ag 5,Y,7,OS7,10:49,10.82,11:45,11.75,56,11.28,11:16,11.27,11:18,11.3,redbelly,M,U,N,A,13.75,37,OS,OS37,recapture
6/17/2024,2024,169,23,Nat-ag 5,Y,10,10,10:49,10.82,11:45,11.75,56,11.28,,0,,0,smooth green snake ,,,,,,,,,not captured
6/17/2024,2024,169,23,Nat-ag 5,Y,12,OS12,10:49,10.82,11:45,11.75,56,11.28,11:21,11.35,11:25,11.42,redbelly,M,U,N,A,14.5,43,OS,OS43,unique
6/17/2024,2024,169,23,Nat-ag 5,Y,17,OS17,10:49,10.82,11:45,11.75,56,11.28,11:30,11.5,11:34,11.57,garter,F,F,Y,A,52.25,55,OS,OS55,unique
6/17/2024,2024,169,23,Nat-ag 5,Y,17,OS17,10:49,10.82,11:45,11.75,56,11.28,11:30,11.5,11:37,11.62,redbelly,M,M,N,A,22,44,OS,OS44,unique
6/17/2024,2024,169,23,Nat-ag 5,Y,17,17,10:49,10.82,11:45,11.75,56,11.28,,0,,0,smooth green snake ,,,,,,,,,not captured
6/17/2024,2024,169,23,Nat-ag 5,Y,18,OS18,10:49,10.82,11:45,11.75,56,11.28,11:38,11.63,11:40,11.67,garter,M,M,Y,A,34.5,50,OS,OS50,recapture
6/17/2024,2024,169,23,Nat-ag 5,Y,20,OS20,10:49,10.82,11:45,11.75,56,11.28,11:41,11.68,11:45,11.75,redbelly,M,M,N,A,23.75,45,OS,OS45,unique
6/17/2024,2024,169,26,Nat-ag 1,Y,1,OS1,12:04,12.07,12:36,12.6,32,12.33,12:09,12.15,12:10,12.17,redbelly,F,F,Y,A,24.75,46,OS,OS46,unique
6/17/2024,2024,169,26,Nat-ag 1,Y,1,OS1,12:04,12.07,12:36,12.6,32,12.33,12:09,12.15,12:14,12.23,garter,F,F,Y,A,29.25,56,OS,OS56,unique
6/17/2024,2024,169,26,Nat-ag 1,Y,1,OS1,12:04,12.07,12:36,12.6,32,12.33,12:09,12.15,12:17,12.28,garter,F,F,Y,A,25,57,OS,OS57,unique
6/17/2024,2024,169,26,Nat-ag 1,Y,1,1,12:04,12.07,12:36,12.6,32,12.33,,0,,0,water snake,,,,,,,,,not captured
6/17/2024,2024,169,26,Nat-ag 1,Y,5,OS5,12:04,12.07,12:36,12.6,32,12.33,12:20,12.33,12:24,12.4,redbelly,M,M,N,A,23.5,47,OS,OS47,unique
6/17/2024,2024,169,26,Nat-ag 1,Y,7,OS7,12:04,12.07,12:36,12.6,32,12.33,12:28,12.47,12:29,12.48,redbelly,M,M,N,A,23.25,48,OS,OS48,unique
6/17/2024,2024,169,26,Nat-ag 1,Y,13,13,12:04,12.07,12:36,12.6,32,12.33,,0,,0,water snake,,,,,,,,,not captured
6/17/2024,2024,169,26,Nat-ag 1,Y,13,13,12:04,12.07,12:36,12.6,32,12.33,,0,,0,smooth green snake ,,,,,,,,,not captured
6/17/2024,2024,169,27,Nat-ag 2,Y,13,OS13,13:29,13.48,13:49,13.82,20,13.65,13:40,13.67,13:43,13.72,garter,M,M,Y,A,41.5,41,OS,OS41,recapture
6/17/2024,2024,169,27,Nat-ag 2,Y,20,OS20,13:29,13.48,13:49,13.82,20,13.65,13:53,13.88,13:59,13.98,redbelly,M,M,N,A,22.75,49,OS,OS49,unique
6/17/2024,2024,169,29,Nat-ag 7,Y,11,OS11,14:37,14.62,14:47,14.78,10,14.7,14:41,14.68,14:43,14.72,garter,F,F,Y,A,44.75,52,OS,OS52,recapture
6/17/2024,2024,169,30,Half 6,,,,15:20,15.33,15:35,15.58,15,15.46,,0,,0,water snake,,,,,,,,,not captured
6/17/2024,2024,169,30,Half 6,,,,15:20,15.33,15:35,15.58,15,15.46,,0,,0,water snake,,,,,,,,,not captured
6/18/2024,2024,170,22,Nat-ag 8,,,,7:25,7.42,7:39,7.65,14,7.53,,0,,0,,,,,,,,,,
6/18/2024,2024,170,23,Ag 5,,,,7:55,7.92,8:10,8.17,15,8.04,,0,,0,,,,,,,,,,
6/18/2024,2024,170,24,Ag-nat 8,,,,8:25,8.42,8:34,8.57,9,8.49,,0,,0,,,,,,,,,,
6/18/2024,2024,170,25,Ag 3,,,,9:01,9.02,9:20,9.33,19,9.18,,0,,0,,,,,,,,,,
6/18/2024,2024,170,26,Ag-nat 3,,,,9:34,9.57,9:42,9.7,8,9.63,,0,,0,,,,,,,,,,
6/18/2024,2024,170,27,Half 2,,,,10:36,10.6,10:50,10.83,14,10.72,,0,,0,,,,,,,,,,
6/19/2024,2024,171,25,Nat QC 1,Y,2,2,8:50,8.83,9:00,9,10,8.92,,0,,0,ring necked snake,,,,,,,,,not captured
6/19/2024,2024,171,25,Nat QC 1,Y,9,9,8:50,8.83,9:00,9,10,8.92,,0,,0,ring necked snake,,,,,,,,,not captured
6/19/2024,2024,171,28,Nat QC 6,,,,9:47,9.78,10:00,10,13,9.89,,0,,0,,,,,,,,,,
6/19/2024,2024,171,27,Nat QC 7,,,,10:10,10.17,10:30,10.5,20,10.33,,0,,0,,,,,,,,,,
